,endtime,artistname,trackname,msplayed,duration,starttime,year,month,week,dayofweek,day,hour,minute,quarter
3809,2021-07-18 19:45:00.000,Aya Nakamura,Bobo,187873,0 days 00:03:07.873000,2021-07-18 19:41:52.127,2021,7,28,6,18,19,45,3
3810,2021-07-18 19:48:00.000,DJ Flex,Meliza,212006,0 days 00:03:32.006000,2021-07-18 19:44:27.994,2021,7,28,6,18,19,48,3
3811,2021-07-18 19:51:00.000,KeBlack,Billets mauves,153956,0 days 00:02:33.956000,2021-07-18 19:48:26.044,2021,7,28,6,18,19,51,3
3812,2021-07-18 19:53:00.000,Yemi Alade,Enjoyment,102101,0 days 00:01:42.101000,2021-07-18 19:51:17.899,2021,7,28,6,18,19,53,3
3813,2021-07-19 08:18:00.000,Master KG,Jerusalema (feat. Nomcebo Zikode),42176,0 days 00:00:42.176000,2021-07-19 08:17:17.824,2021,7,29,0,19,8,18,3
3814,2021-07-19 08:18:00.000,Master KG,Jerusalema (feat. Burna Boy & Nomcebo Zikode) - Remix,10986,0 days 00:00:10.986000,2021-07-19 08:17:49.014,2021,7,29,0,19,8,18,3
3815,2021-07-19 21:31:00.000,Henri Dikongué,Africa - Studio,178261,0 days 00:02:58.261000,2021-07-19 21:28:01.739,2021,7,29,0,19,21,31,3
3816,2021-07-20 11:49:00.000,Demon,You Are My High,8256,0 days 00:00:08.256000,2021-07-20 11:48:51.744,2021,7,29,1,20,11,49,3
3817,2021-07-20 11:49:00.000,Kina Grannis,You Are My Sunshine,120810,0 days 00:02:00.810000,2021-07-20 11:46:59.190,2021,7,29,1,20,11,49,3
3818,2021-07-20 11:50:00.000,Johnny Cash,You Are My Sunshine,77653,0 days 00:01:17.653000,2021-07-20 11:48:42.347,2021,7,29,1,20,11,50,3
3819,2021-07-20 11:52:00.000,Christina Perri,you are my sunshine,80853,0 days 00:01:20.853000,2021-07-20 11:50:39.147,2021,7,29,1,20,11,52,3
3820,2021-07-20 17:15:00.000,MHD,Tudo Bem,26688,0 days 00:00:26.688000,2021-07-20 17:14:33.312,2021,7,29,1,20,17,15,3
3821,2021-07-20 18:15:00.000,Si Maman M'avait Dit,Si Maman M'avait Dit - Lydie Francine,3413077,0 days 00:56:53.077000,2021-07-20 17:18:06.923,2021,7,29,1,20,18,15,3
3822,2021-07-22 19:26:00.000,Fanny J,Ancrée à ton port,458117,0 days 00:07:38.117000,2021-07-22 19:18:21.883,2021,7,29,3,22,19,26,3
3823,2021-07-24 11:53:00.000,Si Maman M'avait Dit,Si Maman M'avait Dit - Ornella,7082,0 days 00:00:07.082000,2021-07-24 11:52:52.918,2021,7,29,5,24,11,53,3
3824,2021-07-24 11:53:00.000,Si Maman M'avait Dit,Si Maman M'avait Dit - Cynthia Adediran Aïssy,392256,0 days 00:06:32.256000,2021-07-24 11:46:27.744,2021,7,29,5,24,11,53,3
3825,2021-07-24 12:48:00.000,Si Maman M'avait Dit,Si Maman M'avait Dit - Marie-Laure ,3296170,0 days 00:54:56.170000,2021-07-24 11:53:03.830,2021,7,29,5,24,12,48,3
3826,2021-07-24 17:51:00.000,Dave,System (feat. WizKid),68000,0 days 00:01:08,2021-07-24 17:49:52.000,2021,7,29,5,24,17,51,3
3827,2021-07-24 17:55:00.000,Rotimi,In My Bed,185461,0 days 00:03:05.461000,2021-07-24 17:51:54.539,2021,7,29,5,24,17,55,3
3828,2021-07-24 17:56:00.000,Aya Nakamura,Bobo,69608,0 days 00:01:09.608000,2021-07-24 17:54:50.392,2021,7,29,5,24,17,56,3
3829,2021-07-24 17:56:00.000,Darkoo,Slow Down (feat. Tion Wayne),3280,0 days 00:00:03.280000,2021-07-24 17:55:56.720,2021,7,29,5,24,17,56,3
3830,2021-07-24 17:59:00.000,Omah Lay,Godly,175215,0 days 00:02:55.215000,2021-07-24 17:56:04.785,2021,7,29,5,24,17,59,3
3831,2021-07-24 18:02:00.000,Not3s,Boom Bam (feat. Young T & Bugsey),212287,0 days 00:03:32.287000,2021-07-24 17:58:27.713,2021,7,29,5,24,18,2,3
3832,2021-07-24 18:06:00.000,WizKid,Ginger (feat. Burna Boy),196146,0 days 00:03:16.146000,2021-07-24 18:02:43.854,2021,7,29,5,24,18,6,3
3833,2021-07-24 18:08:00.000,Joeboy,Lonely,176000,0 days 00:02:56,2021-07-24 18:05:04.000,2021,7,29,5,24,18,8,3
3834,2021-07-24 18:09:00.000,Rotimi,In My Bed,11390,0 days 00:00:11.390000,2021-07-24 18:08:48.610,2021,7,29,5,24,18,9,3
3835,2021-07-25 10:21:00.000,Si Maman M'avait Dit,Si Maman M'avait Dit - Marie-Laure ,3373,0 days 00:00:03.373000,2021-07-25 10:20:56.627,2021,7,29,6,25,10,21,3
3836,2021-07-25 10:26:00.000,Si Maman M'avait Dit,Si Maman M'avait Dit - Ornella,262060,0 days 00:04:22.060000,2021-07-25 10:21:37.940,2021,7,29,6,25,10,26,3
3837,2021-07-25 10:27:00.000,Si Maman M'avait Dit,Si Maman M'avait Dit - Ornella,8300,0 days 00:00:08.300000,2021-07-25 10:26:51.700,2021,7,29,6,25,10,27,3
3838,2021-07-25 10:56:00.000,Si Maman M'avait Dit,Si Maman M'avait Dit - Cynthia Adediran Aïssy,1643733,0 days 00:27:23.733000,2021-07-25 10:28:36.267,2021,7,29,6,25,10,56,3
3839,2021-07-25 11:22:00.000,50 Cent,Candy Shop,1856,0 days 00:00:01.856000,2021-07-25 11:21:58.144,2021,7,29,6,25,11,22,3
3840,2021-07-27 09:29:00.000,Nelly,Dilemma (feat. Kelly Rowland),286869,0 days 00:04:46.869000,2021-07-27 09:24:13.131,2021,7,30,1,27,9,29,3
3841,2021-07-27 09:34:00.000,Nelly,Dilemma (feat. Kelly Rowland),289666,0 days 00:04:49.666000,2021-07-27 09:29:10.334,2021,7,30,1,27,9,34,3
3842,2021-07-27 10:32:00.000,Mario,Let Me Love You,24448,0 days 00:00:24.448000,2021-07-27 10:31:35.552,2021,7,30,1,27,10,32,3
3843,2021-07-27 10:37:00.000,Nelly,Dilemma (feat. Kelly Rowland),289666,0 days 00:04:49.666000,2021-07-27 10:32:10.334,2021,7,30,1,27,10,37,3
3844,2021-07-27 10:52:00.000,Mario,Let Me Love You,249120,0 days 00:04:09.120000,2021-07-27 10:47:50.880,2021,7,30,1,27,10,52,3
3845,2021-07-27 10:56:00.000,Ja Rule,Always On Time,245133,0 days 00:04:05.133000,2021-07-27 10:51:54.867,2021,7,30,1,27,10,56,3
3846,2021-07-27 11:00:00.000,Nelly,Wadsyaname - Dirty Edit,245666,0 days 00:04:05.666000,2021-07-27 10:55:54.334,2021,7,30,1,27,11,0,3
3847,2021-07-27 11:03:00.000,Ashanti,Body On Me,200720,0 days 00:03:20.720000,2021-07-27 10:59:39.280,2021,7,30,1,27,11,3,3
3848,2021-07-27 11:07:00.000,Ne-Yo,So Sick,207186,0 days 00:03:27.186000,2021-07-27 11:03:32.814,2021,7,30,1,27,11,7,3
3849,2021-07-27 11:11:00.000,Jeremih,Love Don't Change,256866,0 days 00:04:16.866000,2021-07-27 11:06:43.134,2021,7,30,1,27,11,11,3
3850,2021-07-27 11:14:00.000,JAY-Z,03' Bonnie & Clyde,205560,0 days 00:03:25.560000,2021-07-27 11:10:34.440,2021,7,30,1,27,11,14,3
3851,2021-07-27 11:19:00.000,Nelly,Ride Wit Me,291781,0 days 00:04:51.781000,2021-07-27 11:14:08.219,2021,7,30,1,27,11,19,3
3852,2021-07-27 11:24:00.000,Bobby V.,"Slow Down - 12"" Version",258666,0 days 00:04:18.666000,2021-07-27 11:19:41.334,2021,7,30,1,27,11,24,3
3853,2021-07-27 11:28:00.000,Craig David,7 Days,235133,0 days 00:03:55.133000,2021-07-27 11:24:04.867,2021,7,30,1,27,11,28,3
3854,2021-07-27 11:29:00.000,Timbaland,The Way I Are,49916,0 days 00:00:49.916000,2021-07-27 11:28:10.084,2021,7,30,1,27,11,29,3
3855,2021-07-28 00:24:00.000,Timbaland,The Way I Are,2280,0 days 00:00:02.280000,2021-07-28 00:23:57.720,2021,7,30,2,28,0,24,3
3856,2021-07-28 00:24:00.000,Nelly,Hot In Herre,1770,0 days 00:00:01.770000,2021-07-28 00:23:58.230,2021,7,30,2,28,0,24,3
3857,2021-07-28 00:24:00.000,Ne-Yo,Because Of You,6410,0 days 00:00:06.410000,2021-07-28 00:23:53.590,2021,7,30,2,28,0,24,3
3858,2021-07-28 11:02:00.000,Polo & Pan,Ani Kuni - Edit,108586,0 days 00:01:48.586000,2021-07-28 11:00:11.414,2021,7,30,2,28,11,2,3
3859,2021-07-28 11:06:00.000,Reik,A Un Paso De La Luna - Remix,194262,0 days 00:03:14.262000,2021-07-28 11:02:45.738,2021,7,30,2,28,11,6,3
3860,2021-07-28 11:09:00.000,Naps,La kiffance,179426,0 days 00:02:59.426000,2021-07-28 11:06:00.574,2021,7,30,2,28,11,9,3
3861,2021-07-28 11:11:00.000,Kungs,Never Going Home,169944,0 days 00:02:49.944000,2021-07-28 11:08:10.056,2021,7,30,2,28,11,11,3
3862,2021-07-28 11:15:00.000,Måneskin,Beggin',211560,0 days 00:03:31.560000,2021-07-28 11:11:28.440,2021,7,30,2,28,11,15,3
3863,2021-07-28 11:17:00.000,Strange Fruits Music,Calabria (feat. Lujavo & Nito-Onna),117643,0 days 00:01:57.643000,2021-07-28 11:15:02.357,2021,7,30,2,28,11,17,3
3864,2021-07-28 11:24:00.000,Måneskin,Beggin',395193,0 days 00:06:35.193000,2021-07-28 11:17:24.807,2021,7,30,2,28,11,24,3
3865,2021-07-28 11:26:00.000,Strange Fruits Music,Calabria (feat. Lujavo & Nito-Onna),128500,0 days 00:02:08.500000,2021-07-28 11:23:51.500,2021,7,30,2,28,11,26,3
3866,2021-07-28 11:29:00.000,Soso Maness,Petrouchka (feat. PLK),189933,0 days 00:03:09.933000,2021-07-28 11:25:50.067,2021,7,30,2,28,11,29,3
3867,2021-07-28 11:31:00.000,Lil Nas X,MONTERO (Call Me By Your Name),137875,0 days 00:02:17.875000,2021-07-28 11:28:42.125,2021,7,30,2,28,11,31,3
3868,2021-07-28 11:33:00.000,Shouse,Love Tonight - Edit,88022,0 days 00:01:28.022000,2021-07-28 11:31:31.978,2021,7,30,2,28,11,33,3
3869,2021-07-28 15:52:00.000,Shouse,Love Tonight - Edit,7295,0 days 00:00:07.295000,2021-07-28 15:51:52.705,2021,7,30,2,28,15,52,3
3870,2021-07-28 15:52:00.000,Shouse,Love Tonight - Edit,8853,0 days 00:00:08.853000,2021-07-28 15:51:51.147,2021,7,30,2,28,15,52,3
3871,2021-07-28 15:52:00.000,Reik,A Un Paso De La Luna - Remix,2688,0 days 00:00:02.688000,2021-07-28 15:51:57.312,2021,7,30,2,28,15,52,3
3872,2021-07-28 15:55:00.000,Naps,La kiffance,179426,0 days 00:02:59.426000,2021-07-28 15:52:00.574,2021,7,30,2,28,15,55,3
3873,2021-07-28 15:57:00.000,Kungs,Never Going Home,89342,0 days 00:01:29.342000,2021-07-28 15:55:30.658,2021,7,30,2,28,15,57,3
3874,2021-07-28 16:00:00.000,Måneskin,Beggin',211560,0 days 00:03:31.560000,2021-07-28 15:56:28.440,2021,7,30,2,28,16,0,3
3875,2021-07-28 16:02:00.000,Strange Fruits Music,Calabria (feat. Lujavo & Nito-Onna),128500,0 days 00:02:08.500000,2021-07-28 15:59:51.500,2021,7,30,2,28,16,2,3
3876,2021-07-28 16:06:00.000,Soso Maness,Petrouchka (feat. PLK),189933,0 days 00:03:09.933000,2021-07-28 16:02:50.067,2021,7,30,2,28,16,6,3
3877,2021-07-28 16:08:00.000,Lil Nas X,MONTERO (Call Me By Your Name),137875,0 days 00:02:17.875000,2021-07-28 16:05:42.125,2021,7,30,2,28,16,8,3
3878,2021-07-28 16:12:00.000,Shouse,Love Tonight - Edit,241970,0 days 00:04:01.970000,2021-07-28 16:07:58.030,2021,7,30,2,28,16,12,3
3879,2021-07-28 16:15:00.000,Dua Lipa,Levitating (feat. DaBaby),203064,0 days 00:03:23.064000,2021-07-28 16:11:36.936,2021,7,30,2,28,16,15,3
3880,2021-07-28 16:18:00.000,Dadju,Mon soleil,190757,0 days 00:03:10.757000,2021-07-28 16:14:49.243,2021,7,30,2,28,16,18,3
3881,2021-07-28 16:21:00.000,Imanbek,Dancing On Dangerous (feat. Sofía Reyes),124000,0 days 00:02:04,2021-07-28 16:18:56.000,2021,7,30,2,28,16,21,3
3882,2021-07-28 16:23:00.000,Imagine Dragons,Follow You,175643,0 days 00:02:55.643000,2021-07-28 16:20:04.357,2021,7,30,2,28,16,23,3
3883,2021-07-28 16:27:00.000,Ed Sheeran,Bad Habits,231041,0 days 00:03:51.041000,2021-07-28 16:23:08.959,2021,7,30,2,28,16,27,3
3884,2021-07-28 16:31:00.000,Kendji Girac,Bebeto,205400,0 days 00:03:25.400000,2021-07-28 16:27:34.600,2021,7,30,2,28,16,31,3
3885,2021-07-28 16:34:00.000,Gaullin,Seven Nation Army,173658,0 days 00:02:53.658000,2021-07-28 16:31:06.342,2021,7,30,2,28,16,34,3
3886,2021-07-28 16:37:00.000,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),227395,0 days 00:03:47.395000,2021-07-28 16:33:12.605,2021,7,30,2,28,16,37,3
3887,2021-07-28 16:40:00.000,Tungevaag,Ride With Me (feat. Kid Ink),169500,0 days 00:02:49.500000,2021-07-28 16:37:10.500,2021,7,30,2,28,16,40,3
3888,2021-07-28 16:44:00.000,Tayc,Le temps,197240,0 days 00:03:17.240000,2021-07-28 16:40:42.760,2021,7,30,2,28,16,44,3
3889,2021-07-28 16:46:00.000,Tesher,Jalebi Baby (Tesher x Jason Derulo),169154,0 days 00:02:49.154000,2021-07-28 16:43:10.846,2021,7,30,2,28,16,46,3
3890,2021-07-28 16:49:00.000,Sia,Floating Through Space,177800,0 days 00:02:57.800000,2021-07-28 16:46:02.200,2021,7,30,2,28,16,49,3
3891,2021-07-28 16:52:00.000,OneRepublic,Run,169010,0 days 00:02:49.010000,2021-07-28 16:49:10.990,2021,7,30,2,28,16,52,3
3892,2021-07-28 16:56:00.000,Hatik,ma p'tite étoile,234880,0 days 00:03:54.880000,2021-07-28 16:52:05.120,2021,7,30,2,28,16,56,3
3893,2021-07-28 16:59:00.000,Fuego,Una Vaina Loca,188238,0 days 00:03:08.238000,2021-07-28 16:55:51.762,2021,7,30,2,28,16,59,3
3894,2021-07-28 17:02:00.000,Ofenbach,Wasted Love (feat. Lagique),139563,0 days 00:02:19.563000,2021-07-28 16:59:40.437,2021,7,30,2,28,17,2,3
3895,2021-07-28 17:06:00.000,Were-vana,Bombardé,15474,0 days 00:00:15.474000,2021-07-28 17:05:44.526,2021,7,30,2,28,17,6,3
3896,2021-07-28 17:06:00.000,Dua Lipa,Love Again,258004,0 days 00:04:18.004000,2021-07-28 17:01:41.996,2021,7,30,2,28,17,6,3
3897,2021-07-28 17:09:00.000,Were-vana,Bombardé,171003,0 days 00:02:51.003000,2021-07-28 17:06:08.997,2021,7,30,2,28,17,9,3
3898,2021-07-28 17:12:00.000,Lost Frequencies,Rise,171877,0 days 00:02:51.877000,2021-07-28 17:09:08.123,2021,7,30,2,28,17,12,3
3899,2021-07-28 17:15:00.000,Justin Wellington,Iko Iko (My Bestie),182857,0 days 00:03:02.857000,2021-07-28 17:11:57.143,2021,7,30,2,28,17,15,3
3900,2021-07-28 17:16:00.000,Doja Cat,Kiss Me More (feat. SZA),68312,0 days 00:01:08.312000,2021-07-28 17:14:51.688,2021,7,30,2,28,17,16,3
3901,2021-07-28 17:19:00.000,Trinidad Cardona,Dinero,160880,0 days 00:02:40.880000,2021-07-28 17:16:19.120,2021,7,30,2,28,17,19,3
3902,2021-07-28 17:22:00.000,Joé Dwèt Filé,Jolie madame (feat. Ronisia),185093,0 days 00:03:05.093000,2021-07-28 17:18:54.907,2021,7,30,2,28,17,22,3
3903,2021-07-28 17:25:00.000,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),191013,0 days 00:03:11.013000,2021-07-28 17:21:48.987,2021,7,30,2,28,17,25,3
3904,2021-07-28 17:28:00.000,The Kid LAROI,STAY (with Justin Bieber),141805,0 days 00:02:21.805000,2021-07-28 17:25:38.195,2021,7,30,2,28,17,28,3
3905,2021-07-28 17:29:00.000,Marwa Loud,Bimbo,57681,0 days 00:00:57.681000,2021-07-28 17:28:02.319,2021,7,30,2,28,17,29,3
3906,2021-07-28 17:31:00.000,DJ Snake,Selfish Love (with Selena Gomez),168648,0 days 00:02:48.648000,2021-07-28 17:28:11.352,2021,7,30,2,28,17,31,3
3907,2021-07-28 17:35:00.000,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),198081,0 days 00:03:18.081000,2021-07-28 17:31:41.919,2021,7,30,2,28,17,35,3
3908,2021-07-28 17:38:00.000,Aya Nakamura,Bobo,187873,0 days 00:03:07.873000,2021-07-28 17:34:52.127,2021,7,30,2,28,17,38,3
3909,2021-07-28 17:39:00.000,Galantis,Heartbreak Anthem (with David Guetta & Little Mix),91704,0 days 00:01:31.704000,2021-07-28 17:37:28.296,2021,7,30,2,28,17,39,3
3910,2021-07-30 18:35:00.000,Henri Dikongué,Africa - Studio,2389,0 days 00:00:02.389000,2021-07-30 18:34:57.611,2021,7,30,4,30,18,35,3
3911,2021-07-30 18:35:00.000,Henri Dikongué,Alasso - Studio,28223,0 days 00:00:28.223000,2021-07-30 18:34:31.777,2021,7,30,4,30,18,35,3
3912,2021-07-31 08:06:00.000,Naps,La kiffance,179426,0 days 00:02:59.426000,2021-07-31 08:03:00.574,2021,7,30,5,31,8,6,3
3913,2021-07-31 08:09:00.000,Reik,A Un Paso De La Luna - Remix,194262,0 days 00:03:14.262000,2021-07-31 08:05:45.738,2021,7,30,5,31,8,9,3
3914,2021-07-31 08:13:00.000,Kungs,Never Going Home,169944,0 days 00:02:49.944000,2021-07-31 08:10:10.056,2021,7,30,5,31,8,13,3
3915,2021-07-31 08:17:00.000,Måneskin,Beggin',211560,0 days 00:03:31.560000,2021-07-31 08:13:28.440,2021,7,30,5,31,8,17,3
3916,2021-07-31 08:21:00.000,Shouse,Love Tonight - Edit,241970,0 days 00:04:01.970000,2021-07-31 08:16:58.030,2021,7,30,5,31,8,21,3
3917,2021-07-31 08:24:00.000,Soso Maness,Petrouchka (feat. PLK),189933,0 days 00:03:09.933000,2021-07-31 08:20:50.067,2021,7,30,5,31,8,24,3
3918,2021-07-31 08:25:00.000,Polo & Pan,Ani Kuni - Edit,63321,0 days 00:01:03.321000,2021-07-31 08:23:56.679,2021,7,30,5,31,8,25,3
3919,2021-07-31 08:30:00.000,Ed Sheeran,Bad Habits,231041,0 days 00:03:51.041000,2021-07-31 08:26:08.959,2021,7,30,5,31,8,30,3
3920,2021-07-31 08:34:00.000,Strange Fruits Music,Calabria (feat. Lujavo & Nito-Onna),128500,0 days 00:02:08.500000,2021-07-31 08:31:51.500,2021,7,30,5,31,8,34,3
3921,2021-07-31 08:37:00.000,Dadju,Mon soleil,190757,0 days 00:03:10.757000,2021-07-31 08:33:49.243,2021,7,30,5,31,8,37,3
3922,2021-07-31 08:39:00.000,Imanbek,Dancing On Dangerous (feat. Sofía Reyes),124000,0 days 00:02:04,2021-07-31 08:36:56.000,2021,7,30,5,31,8,39,3
3923,2021-07-31 08:41:00.000,Imagine Dragons,Follow You,143818,0 days 00:02:23.818000,2021-07-31 08:38:36.182,2021,7,30,5,31,8,41,3
3924,2021-08-02 11:06:00.000,Naps,La kiffance,179426,0 days 00:02:59.426000,2021-08-02 11:03:00.574,2021,8,31,0,2,11,6,3
3925,2021-08-02 11:09:00.000,Reik,A Un Paso De La Luna - Remix,194262,0 days 00:03:14.262000,2021-08-02 11:05:45.738,2021,8,31,0,2,11,9,3
3926,2021-08-02 11:12:00.000,Kungs,Never Going Home,169944,0 days 00:02:49.944000,2021-08-02 11:09:10.056,2021,8,31,0,2,11,12,3
3927,2021-08-02 11:16:00.000,Måneskin,Beggin',211560,0 days 00:03:31.560000,2021-08-02 11:12:28.440,2021,8,31,0,2,11,16,3
3928,2021-08-02 11:20:00.000,Shouse,Love Tonight - Edit,241970,0 days 00:04:01.970000,2021-08-02 11:15:58.030,2021,8,31,0,2,11,20,3
3929,2021-08-02 11:23:00.000,Dadju,Mon soleil,190757,0 days 00:03:10.757000,2021-08-02 11:19:49.243,2021,8,31,0,2,11,23,3
3930,2021-08-02 11:27:00.000,Ed Sheeran,Bad Habits,223072,0 days 00:03:43.072000,2021-08-02 11:23:16.928,2021,8,31,0,2,11,27,3
3931,2021-08-03 19:06:00.000,Si Maman M'avait Dit,Si Maman M'avait Dit - Cynthia Adediran Aïssy,1242474,0 days 00:20:42.474000,2021-08-03 18:45:17.526,2021,8,31,1,3,19,6,3
3932,2021-08-05 08:08:00.000,Henri Dikongué,Ndutam nya longue - Studio,917,0 days 00:00:00.917000,2021-08-05 08:07:59.083,2021,8,31,3,5,8,8,3
3933,2021-08-05 08:08:00.000,Henri Dikongué,Missodi - Studio,2816,0 days 00:00:02.816000,2021-08-05 08:07:57.184,2021,8,31,3,5,8,8,3
3934,2021-08-05 08:08:00.000,Henri Dikongué,Alasso - Studio,6122,0 days 00:00:06.122000,2021-08-05 08:07:53.878,2021,8,31,3,5,8,8,3
3935,2021-08-05 08:09:00.000,Rilès,THANK GOD,55573,0 days 00:00:55.573000,2021-08-05 08:08:04.427,2021,8,31,3,5,8,9,3
3936,2021-08-05 08:11:00.000,Rilès,THANK GOD,156200,0 days 00:02:36.200000,2021-08-05 08:08:23.800,2021,8,31,3,5,8,11,3
3937,2021-08-05 08:13:00.000,GLK,93% [Tijuana],7860,0 days 00:00:07.860000,2021-08-05 08:12:52.140,2021,8,31,3,5,8,13,3
3938,2021-08-05 08:13:00.000,La Fouine,Pour les vrais - Bonus rap,1990,0 days 00:00:01.990000,2021-08-05 08:12:58.010,2021,8,31,3,5,8,13,3
3939,2021-08-05 08:13:00.000,Sidiki Diabaté,My love,96389,0 days 00:01:36.389000,2021-08-05 08:11:23.611,2021,8,31,3,5,8,13,3
3940,2021-08-05 08:14:00.000,Kaaris,Key less,230,0 days 00:00:00.230000,2021-08-05 08:13:59.770,2021,8,31,3,5,8,14,3
3941,2021-08-05 08:14:00.000,MHD,Rouler,25950,0 days 00:00:25.950000,2021-08-05 08:13:34.050,2021,8,31,3,5,8,14,3
3942,2021-08-05 08:14:00.000,La Fouine,Ennemis - Bonus rap,940,0 days 00:00:00.940000,2021-08-05 08:13:59.060,2021,8,31,3,5,8,14,3
3943,2021-08-05 08:14:00.000,Instrumental Worship Project from I’m In Records,Here I Am to Worship - Piano Version,430,0 days 00:00:00.430000,2021-08-05 08:13:59.570,2021,8,31,3,5,8,14,3
3944,2021-08-05 08:14:00.000,Kekra,Sega,1760,0 days 00:00:01.760000,2021-08-05 08:13:58.240,2021,8,31,3,5,8,14,3
3945,2021-08-05 08:14:00.000,MHD,Bravo,1830,0 days 00:00:01.830000,2021-08-05 08:13:58.170,2021,8,31,3,5,8,14,3
3946,2021-08-05 08:14:00.000,Dadju,Déjà donné,1970,0 days 00:00:01.970000,2021-08-05 08:13:58.030,2021,8,31,3,5,8,14,3
3947,2021-08-05 08:14:00.000,Zaho,Tourner la page,1340,0 days 00:00:01.340000,2021-08-05 08:13:58.660,2021,8,31,3,5,8,14,3
3948,2021-08-05 08:14:00.000,Sidiki Diabaté,Teriya,0,0 days 00:00:00,2021-08-05 08:14:00.000,2021,8,31,3,5,8,14,3
3949,2021-08-05 08:14:00.000,Youssoupha,Les sentiments à l'envers,0,0 days 00:00:00,2021-08-05 08:14:00.000,2021,8,31,3,5,8,14,3
3950,2021-08-05 08:14:00.000,Dadju,Sans thème - Remix,620,0 days 00:00:00.620000,2021-08-05 08:13:59.380,2021,8,31,3,5,8,14,3
3951,2021-08-05 08:14:00.000,Sidiki Diabaté,Viens danser,0,0 days 00:00:00,2021-08-05 08:14:00.000,2021,8,31,3,5,8,14,3
3952,2021-08-05 08:14:00.000,Damso,Silence,1160,0 days 00:00:01.160000,2021-08-05 08:13:58.840,2021,8,31,3,5,8,14,3
3953,2021-08-05 08:14:00.000,MHD,Interlude trap 2,610,0 days 00:00:00.610000,2021-08-05 08:13:59.390,2021,8,31,3,5,8,14,3
3954,2021-08-05 08:14:00.000,Hillsong Worship,I Surrender,1290,0 days 00:00:01.290000,2021-08-05 08:13:58.710,2021,8,31,3,5,8,14,3
3955,2021-08-05 08:14:00.000,Musique de Relaxation,Pluie Tropicale,2190,0 days 00:00:02.190000,2021-08-05 08:13:57.810,2021,8,31,3,5,8,14,3
3956,2021-08-05 08:14:00.000,Tydiaz,Dímelo - Radio Edit,390,0 days 00:00:00.390000,2021-08-05 08:13:59.610,2021,8,31,3,5,8,14,3
3957,2021-08-05 08:14:00.000,Kaaris,Octogone,0,0 days 00:00:00,2021-08-05 08:14:00.000,2021,8,31,3,5,8,14,3
3958,2021-08-05 08:14:00.000,DJ KEROZEN,Le temps,330,0 days 00:00:00.330000,2021-08-05 08:13:59.670,2021,8,31,3,5,8,14,3
3959,2021-08-05 08:14:00.000,A2h,Nudes,1510,0 days 00:00:01.510000,2021-08-05 08:13:58.490,2021,8,31,3,5,8,14,3
3960,2021-08-05 08:18:00.000,Oumar Konate,Faut pas toucher,219878,0 days 00:03:39.878000,2021-08-05 08:14:20.122,2021,8,31,3,5,8,18,3
3961,2021-08-05 08:21:00.000,Rema,Beamer (Bad Boys),1610,0 days 00:00:01.610000,2021-08-05 08:20:58.390,2021,8,31,3,5,8,21,3
3962,2021-08-05 08:21:00.000,Sofiane,Arafricain,7740,0 days 00:00:07.740000,2021-08-05 08:20:52.260,2021,8,31,3,5,8,21,3
3963,2021-08-05 08:21:00.000,Youssoupha,GOSPEL,166160,0 days 00:02:46.160000,2021-08-05 08:18:13.840,2021,8,31,3,5,8,21,3
3964,2021-08-05 08:21:00.000,PRIME,HIWIGO,990,0 days 00:00:00.990000,2021-08-05 08:20:59.010,2021,8,31,3,5,8,21,3
3965,2021-08-05 08:21:00.000,Naza,Bénef,20,0 days 00:00:00.020000,2021-08-05 08:20:59.980,2021,8,31,3,5,8,21,3
3966,2021-08-05 08:21:00.000,Koffi Olomide,Respect,22591,0 days 00:00:22.591000,2021-08-05 08:20:37.409,2021,8,31,3,5,8,21,3
3967,2021-08-05 08:25:00.000,Sojip,9 Fort,232106,0 days 00:03:52.106000,2021-08-05 08:21:07.894,2021,8,31,3,5,8,25,3
3968,2021-08-05 08:27:00.000,Dr. Yaro & La Folie,Ça va bien se passer (feat. Naza & KeBlack) - DJ Wiils Remix,1780,0 days 00:00:01.780000,2021-08-05 08:26:58.220,2021,8,31,3,5,8,27,3
3969,2021-08-05 08:27:00.000,Dadju,Mafuzzy Style,1780,0 days 00:00:01.780000,2021-08-05 08:26:58.220,2021,8,31,3,5,8,27,3
3970,2021-08-05 08:27:00.000,DJ Peet,Monsoon,93673,0 days 00:01:33.673000,2021-08-05 08:25:26.327,2021,8,31,3,5,8,27,3
3971,2021-08-05 08:31:00.000,La Fouine,Qui peut me stopper ?,257026,0 days 00:04:17.026000,2021-08-05 08:26:42.974,2021,8,31,3,5,8,31,3
3972,2021-08-05 08:32:00.000,Kaaris,Exo Planète,41553,0 days 00:00:41.553000,2021-08-05 08:31:18.447,2021,8,31,3,5,8,32,3
3973,2021-08-05 08:33:00.000,Kaaris,Exo Planète,89367,0 days 00:01:29.367000,2021-08-05 08:31:30.633,2021,8,31,3,5,8,33,3
3974,2021-08-05 08:37:00.000,Dadju,Sous contrôle,5035,0 days 00:00:05.035000,2021-08-05 08:36:54.965,2021,8,31,3,5,8,37,3
